id,name,status,species,type,gender,origin,location,image,episode,url,created
58,Brad,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/58.jpeg,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/30']",https://rickandmortyapi.com/api/character/58,2017-11-05T11:40:02.554Z
59,Brad Anderson,Dead,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/59.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/59,2017-11-05T11:41:38.964Z
60,Calypso,Dead,Human,Superhuman,Female,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/60.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/60,2017-11-05T11:52:45.852Z
61,Campaign Manager Morty,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/61.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/61,2017-11-05T11:53:44.737Z
62,Canklanker Thom,Dead,Alien,Gromflomite,Male,"{'name': 'Gromflom Prime', 'url': 'https://rickandmortyapi.com/api/location/19'}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/62.jpeg,['https://rickandmortyapi.com/api/episode/1'],https://rickandmortyapi.com/api/character/62,2017-11-05T12:06:23.217Z
63,Centaur,Alive,Humanoid,Centaur,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/63.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/63,2017-11-05T12:22:17.848Z
64,Chris,Dead,Alien,Organic gun,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/64.jpeg,['https://rickandmortyapi.com/api/episode/12'],https://rickandmortyapi.com/api/character/64,2017-11-05T12:25:03.541Z
65,Chris,Alive,Humanoid,Microverse inhabitant,Male,"{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}","{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}",https://rickandmortyapi.com/api/character/avatar/65.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/65,2017-11-30T11:02:41.935Z
66,Coach Feratu (Balik Alistane),Dead,Vampire,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/66.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/66,2017-11-30T11:10:10.491Z
67,Collector,Alive,Alien,Light bulb-Alien,Male,"{'name': 'The Menagerie', 'url': 'https://rickandmortyapi.com/api/location/25'}","{'name': 'The Menagerie', 'url': 'https://rickandmortyapi.com/api/location/25'}",https://rickandmortyapi.com/api/character/avatar/67.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/67,2017-11-30T11:13:46.785Z
68,Colossus,Dead,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/68.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/68,2017-11-30T11:17:32.733Z
69,Commander Rick,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/69.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/69,2017-11-30T11:28:06.461Z
70,Concerto,Dead,Humanoid,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/70.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/70,2017-11-30T11:31:41.926Z
71,Conroy,Dead,Robot,,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/71.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/71,2017-11-30T11:35:50.183Z
72,Cool Rick,Alive,Human,,Male,"{'name': 'Earth (K-83)', 'url': 'https://rickandmortyapi.com/api/location/26'}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/72.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/72,2017-11-30T11:41:11.542Z
73,Cop Morty,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/73.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/73,2017-11-30T11:43:04.217Z
74,Cop Rick,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/74.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/74,2017-11-30T11:48:18.950Z
75,Courier Flap,Alive,Alien,,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/75.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/75,2017-11-30T12:12:57.553Z
76,Cousin Nicky,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/76.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/76,2017-11-30T14:11:52.882Z
77,Cowboy Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/77.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/77,2017-11-30T14:13:17.371Z
78,Cowboy Rick,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/78.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/28']",https://rickandmortyapi.com/api/character/78,2017-11-30T14:15:18.347Z
79,Crab Spider,Alive,Alien,Animal,unknown,"{'name': 'Hideout Planet', 'url': 'https://rickandmortyapi.com/api/location/27'}","{'name': 'Hideout Planet', 'url': 'https://rickandmortyapi.com/api/location/27'}",https://rickandmortyapi.com/api/character/avatar/79.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/79,2017-11-30T14:18:16.899Z
80,Creepy Little Girl,Alive,Human,,Female,"{'name': 'unknown', 'url': ''}","{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/80.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/80,2017-11-30T14:20:35.772Z
81,Crocubot,Dead,Humanoid,Robot-Crocodile hybrid,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/81.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/81,2017-11-30T14:23:41.053Z
82,Cronenberg Rick,unknown,Cronenberg,,Male,"{'name': 'Cronenberg Earth', 'url': 'https://rickandmortyapi.com/api/location/12'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/82.jpeg,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/10']",https://rickandmortyapi.com/api/character/82,2017-11-30T14:28:54.596Z
83,Cronenberg Morty,unknown,Cronenberg,,Male,"{'name': 'Cronenberg Earth', 'url': 'https://rickandmortyapi.com/api/location/12'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/83.jpeg,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/10']",https://rickandmortyapi.com/api/character/83,2017-11-30T20:02:29.204Z
84,Cult Leader Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Hideout Planet', 'url': 'https://rickandmortyapi.com/api/location/27'}",https://rickandmortyapi.com/api/character/avatar/84.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/84,2017-11-30T20:41:48.080Z
85,Cyclops Morty,Alive,Humanoid,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/85.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/28']",https://rickandmortyapi.com/api/character/85,2017-11-30T20:49:52.133Z
86,Cyclops Rick,Dead,Humanoid,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/86.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/28']",https://rickandmortyapi.com/api/character/86,2017-11-30T20:53:10.382Z
87,Cynthia,Dead,Alien,Zigerion,Female,"{'name': 'unknown', 'url': ''}","{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/87.jpeg,['https://rickandmortyapi.com/api/episode/4'],https://rickandmortyapi.com/api/character/87,2017-11-30T21:08:32.534Z
88,Cynthia,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/88.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/9', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/88,2017-11-30T21:16:35.633Z
89,Dale,Dead,Humanoid,Giant,Male,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}","{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",https://rickandmortyapi.com/api/character/avatar/89.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/89,2017-12-01T10:32:08.340Z
90,Daron Jefferson,Alive,Alien,Cone-nippled alien,Male,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}","{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/90.jpeg,['https://rickandmortyapi.com/api/episode/14'],https://rickandmortyapi.com/api/character/90,2017-12-01T10:54:34.736Z
91,David Letterman,Alive,Human,,Male,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}","{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/91.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/91,2017-12-01T11:12:25.105Z
92,Davin,Dead,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/92.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/6']",https://rickandmortyapi.com/api/character/92,2017-12-01T11:20:51.247Z
93,Diablo Verde,Dead,Humanoid,Demon,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Dorian 5', 'url': 'https://rickandmortyapi.com/api/location/29'}",https://rickandmortyapi.com/api/character/avatar/93.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/93,2017-12-01T11:36:16.467Z
94,Diane Sanchez,unknown,Human,,Female,"{'name': 'Earth (Unknown dimension)', 'url': 'https://rickandmortyapi.com/api/location/30'}","{'name': 'Earth (Unknown dimension)', 'url': 'https://rickandmortyapi.com/api/location/30'}",https://rickandmortyapi.com/api/character/avatar/94.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/94,2017-12-01T11:49:43.929Z
95,Dipper and Mabel Mortys,unknown,Human,,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/95.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/95,2017-12-01T11:54:36.670Z
96,Tuberculosis,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/96.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/96,2017-12-01T11:59:04.796Z
97,Gonorrhea,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/97.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/97,2017-12-01T12:00:27.028Z
98,Hepatitis A,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/98.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/98,2017-12-01T12:01:43.742Z
99,Hepatitis C,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/99.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/99,2017-12-01T12:02:00.935Z
100,Bubonic Plague,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/100.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/100,2017-12-01T12:02:21.611Z
101,E. Coli,Dead,Disease,,unknown,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/101.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/101,2017-12-01T12:03:31.433Z
102,Donna Gueterman,Dead,Robot,,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/102.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/102,2017-12-01T12:21:21.357Z
103,Doofus Rick,unknown,Human,,Male,"{'name': 'Earth (J19ζ7)', 'url': 'https://rickandmortyapi.com/api/location/31'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/103.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/103,2017-12-01T12:29:27.984Z
104,Doom-Nomitron,Dead,Alien,Shapeshifter,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Dorian 5', 'url': 'https://rickandmortyapi.com/api/location/29'}",https://rickandmortyapi.com/api/character/avatar/104.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/104,2017-12-26T12:34:36.758Z
105,Dr. Glip-Glop,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/105.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/105,2017-12-26T12:39:22.855Z
106,Dr. Schmidt,unknown,Human,Game,Male,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}","{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",https://rickandmortyapi.com/api/character/avatar/106.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/106,2017-12-26T12:46:48.805Z
107,Dr. Wong,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/107.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/107,2017-12-26T12:55:58.449Z
108,Dr. Xenon Bloom,Dead,Humanoid,Amoeba-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/108.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/108,2017-12-26T13:14:12.157Z
109,Duck With Muscles,Dead,Parasite,Alien,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/109.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/109,2017-12-26T13:17:40.686Z
110,Eli,Alive,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/110.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/110,2017-12-26T13:37:27.635Z
111,Eli's Girlfriend,Alive,Human,,Female,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/111.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/111,2017-12-26T13:38:47.115Z
112,Eric McMan,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/112.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/112,2017-12-26T13:40:06.005Z
113,Eric Stoltz Mask Morty,unknown,Human,,Male,"{'name': 'Eric Stoltz Mask Earth', 'url': 'https://rickandmortyapi.com/api/location/33'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/113.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/113,2017-12-26T13:43:29.296Z
114,Ethan,unknown,Human,Cronenberg,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/114.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/114,2017-12-26T16:01:13.904Z
115,Ethan,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/115.jpeg,"['https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/26']",https://rickandmortyapi.com/api/character/115,2017-12-26T16:01:50.939Z
116,Evil Beth Clone,Dead,Human,Clone,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/116.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/116,2017-12-26T16:10:47.781Z
117,Evil Jerry Clone,Dead,Human,Clone,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/117.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/117,2017-12-26T16:11:15.395Z
118,Evil Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/118.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/28']",https://rickandmortyapi.com/api/character/118,2017-12-26T16:13:41.103Z
119,Evil Rick,Dead,Humanoid,Robot,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/119.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/119,2017-12-26T16:17:16.472Z
120,Evil Summer Clone,Dead,Human,Clone,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/120.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/120,2017-12-26T16:24:02.059Z
121,Eyehole Man,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/121.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/121,2017-12-26T16:41:58.391Z
122,Fart,Dead,Alien,Interdimensional gaseous being,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/122.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/122,2017-12-26T17:19:40.474Z
123,Fat Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/123.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/123,2017-12-26T17:22:40.315Z
124,Father Bob,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/124.jpeg,"['https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/27']",https://rickandmortyapi.com/api/character/124,2017-12-26T17:31:29.113Z
125,Flansian,Alive,Alien,Flansian,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/125.jpeg,"['https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/21', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/125,2017-12-26T17:43:58.410Z
126,Fleeb,unknown,Alien,,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/126.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/126,2017-12-26T18:45:42.593Z
127,Frank Palicky,Dead,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/127.jpeg,['https://rickandmortyapi.com/api/episode/1'],https://rickandmortyapi.com/api/character/127,2017-12-26T19:22:48.474Z
128,Frankenstein's Monster,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/128.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/128,2017-12-26T19:24:56.679Z
129,Fulgora,Alive,Human,,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/129.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/17']",https://rickandmortyapi.com/api/character/129,2017-12-26T19:30:02.242Z
130,Galactic Federation President,Dead,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/130.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/130,2017-12-26T19:49:41.160Z
